C,OPDP.WORLD,NETWORK_OUTAGE,AEMO,PUBLIC,2019/04/29,13:30:06,0000000307290523,NETWORK,0000000307290523
I,NETWORK,OUTAGEDETAIL,3,OUTAGEID,SUBSTATIONID,EQUIPMENTTYPE,EQUIPMENTID,STARTTIME,ENDTIME,SUBMITTEDDATE,OUTAGESTATUSCODE,RESUBMITREASON,RESUBMITOUTAGEID,RECALLTIMEDAY,RECALLTIMENIGHT,LASTCHANGED,REASON,ISSECONDARY,ACTUAL_STARTTIME,ACTUAL_ENDTIME,COMPANYREFCODE
D,NETWORK,OUTAGEDETAIL,3,821882,ATS,LINE,ATS_BLTS_220,"2019/05/06 07:00:00","2019/05/06 16:00:00","2019/04/08 09:32:17",MTLTP,,,120,0,"2019/04/12 13:12:34","HV equipt maintenance",0,,,1000025723
D,NETWORK,OUTAGEDETAIL,3,821882,BLTS,LINE,ATS_BLTS_220,"2019/05/06 07:00:00","2019/05/06 16:00:00","2019/04/08 09:32:17",MTLTP,,,120,0,"2019/04/12 13:12:34","HV equipt maintenance",0,,,1000025723
D,NETWORK,OUTAGEDETAIL,3,821883,H6_GNGN,BUS,1,"2019/04/09 08:00:00","2019/05/03 15:00:00","2019/04/08 09:37:36",PTP,,,480,480,"2019/04/09 09:16:24","HV equipt maintenance",0,"2019/04/09 08:44:00",,Q19S/0606
D,NETWORK,OUTAGEDETAIL,3,821883,H6_GNGN,TRANS,1_H6,"2019/04/09 08:00:00","2019/05/03 15:00:00","2019/04/08 09:37:36",PTP,,,480,480,"2019/04/09 09:16:24","HV equipt maintenance",0,"2019/04/09 08:44:00",,Q19S/0606
D,NETWORK,OUTAGEDETAIL,3,821884,FARRELL,LINE,FA_JB,"2019/04/08 08:00:00","2019/05/10 16:00:00","2019/04/08 09:53:47",PTP,,,10080,10080,"2019/04/08 13:31:51","HV equipt commissioning",0,"2019/04/08 10:36:00",,"9000166-out 1"
D,NETWORK,OUTAGEDETAIL,3,821884,JBUTTERS,LINE,FA_JB,"2019/04/08 08:00:00","2019/05/10 16:00:00","2019/04/08 09:53:47",PTP,,,10080,10080,"2019/04/08 13:31:51","HV equipt commissioning",0,"2019/04/08 10:36:00",,"9000166-out 1"
D,NETWORK,OUTAGEDETAIL,3,821885,ATS,CB,1GTR_3B_220,"2019/05/06 08:00:00","2019/05/06 16:00:00","2019/04/08 09:54:06",MTLTP,,,-1,-1,"2019/04/08 15:38:44","Secondary equipt maintenance",1,,,1000026100
D,NETWORK,OUTAGEDETAIL,3,821886,ATS,CB,1GTR_3B_220,"2019/05/07 08:00:00","2019/05/07 16:00:00","2019/04/08 09:55:49",MTLTP,,,-1,-1,"2019/04/12 13:17:40","Secondary equipt maintenance",1,,,1000026100
D,NETWORK,OUTAGEDETAIL,3,821887,WMTS,BUS,7MN1,"2019/05/18 06:30:00","2019/05/18 17:00:00","2019/04/08 10:04:43",SUBMIT,,,120,0,"2019/04/08 10:04:43","HV equipt maintenance",0,,,1000025900
D,NETWORK,OUTAGEDETAIL,3,821887,WMTS,BUS,7MN2,"2019/05/18 06:30:00","2019/05/18 17:00:00","2019/04/08 10:04:43",SUBMIT,,,120,0,"2019/04/08 10:04:43","HV equipt maintenance",0,,,1000025900
D,NETWORK,OUTAGEDETAIL,3,821888,KTS,LINE,KTS_WMTS1_220,"2019/05/22 06:30:00","2019/05/22 17:00:00","2019/04/08 10:08:01",MTLTP,,,30,0,"2019/04/12 14:51:56","HV equipt maintenance",0,,,1000025902
D,NETWORK,OUTAGEDETAIL,3,821888,WMTS,LINE,KTS_WMTS1_220,"2019/05/22 06:30:00","2019/05/22 17:00:00","2019/04/08 10:08:01",MTLTP,,,30,0,"2019/04/12 14:51:56","HV equipt maintenance",0,,,1000025902
D,NETWORK,OUTAGEDETAIL,3,821889,CREEK_RD,LINE,NN_CR,"2019/10/22 07:00:00","2019/10/22 15:00:00","2019/04/08 10:23:43",MTLTP,,,60,0,"2019/04/08 16:31:17","Secondary equipt maintenance",0,,,9001322-OUT1
D,NETWORK,OUTAGEDETAIL,3,821889,N_NRFOLK,LINE,NN_CR,"2019/10/22 07:00:00","2019/10/22 15:00:00","2019/04/08 10:23:43",MTLTP,,,60,0,"2019/04/08 16:31:17","Secondary equipt maintenance",0,,,9001322-OUT1
D,NETWORK,OUTAGEDETAIL,3,821894,T161_ALG,CB,TFMR_4422,"2019/05/08 08:00:00","2019/05/15 16:00:00","2019/04/08 10:46:50",MTLTP,,,480,-1,"2019/04/24 11:45:09","HV equipt maintenance",0,,,T19-RSV-00174
D,NETWORK,OUTAGEDETAIL,3,821894,T161_ALG,TRANS,2_T161,"2019/05/08 08:00:00","2019/05/15 16:00:00","2019/04/08 10:46:50",MTLTP,,,480,-1,"2019/04/24 11:45:09","HV equipt maintenance",0,,,T19-RSV-00174
D,NETWORK,OUTAGEDETAIL,3,821896,T162_BND,CB,TFMR_4422,"2019/05/08 08:00:00","2019/05/08 15:00:00","2019/04/08 11:01:32",MTLTP,,,60,60,"2019/04/24 11:45:00","HV equipt maintenance",0,,,T19-RSV-00516
D,NETWORK,OUTAGEDETAIL,3,821900,H31_MDNR,CB,FDR_7982,"2019/05/08 08:30:00","2019/05/08 16:00:00","2019/04/08 11:12:04",MTLTP,,,60,0,"2019/04/29 13:11:07","HV equipt maintenance",0,,,T19-RSV-00477
D,NETWORK,OUTAGEDETAIL,3,821901,ATS,CB,2GTR_2B_220,"2019/05/08 08:00:00","2019/05/08 16:00:00","2019/04/08 11:15:56",WDRAWN,,,60,0,"2019/04/09 09:05:56","Secondary equipt maintenance",1,,,1000026101
D,NETWORK,OUTAGEDETAIL,3,821902,ATS,CB,2GTR_2B_220,"2019/05/09 08:00:00","2019/05/09 16:00:00","2019/04/08 11:15:56",MTLTP,,,60,0,"2019/04/12 13:23:48","Secondary equipt maintenance",1,,,1000026101
D,NETWORK,OUTAGEDETAIL,3,821905,MURRAY,LINE,M7,"2019/04/30 08:00:00","2019/05/01 15:30:00","2019/04/08 12:57:59",STLTP,,,480,480,"2019/04/29 09:22:42","HV equipt maintenance",0,,,TG_530060
D,NETWORK,OUTAGEDETAIL,3,821907,H38_GDNA,LINE,110KV_791,"2019/05/08 12:00:00","2019/05/08 16:00:00","2019/04/08 13:15:50",MTLTP,,,60,0,"2019/04/24 11:45:35","HV equipt maintenance",0,,,T19-RSV-00148
D,NETWORK,OUTAGEDETAIL,3,821907,T155_WDR,CB,FDR_7912,"2019/05/08 12:00:00","2019/05/08 16:00:00","2019/04/08 13:15:50",MTLTP,,,60,0,"2019/04/24 11:45:35","HV equipt maintenance",0,,,T19-RSV-00148
D,NETWORK,OUTAGEDETAIL,3,821907,T155_WDR,LINE,110KV_791,"2019/05/08 12:00:00","2019/05/08 16:00:00","2019/04/08 13:15:50",MTLTP,,,60,0,"2019/04/24 11:45:35","HV equipt maintenance",0,,,T19-RSV-00148
D,NETWORK,OUTAGEDETAIL,3,821911,BETS,BUS,7MN2,"2019/04/23 08:00:00","2019/04/23 16:00:00","2019/04/08 13:56:59",WDRAWN,,,60,0,"2019/04/24 12:53:57","Secondary equipt maintenance",1,,,1000025732
D,NETWORK,OUTAGEDETAIL,3,821912,BETS,BUS,7MN2,"2019/04/24 08:00:00","2019/04/24 16:00:00","2019/04/08 13:56:59",COMPLETE,,,60,0,"2019/04/24 14:36:57","Secondary equipt maintenance",1,"2019/04/24 12:16:00","2019/04/24 13:44:00",1000025732
D,NETWORK,OUTAGEDETAIL,3,821913,WMTS,BUS,3MN2,"2019/05/04 06:30:00","2019/05/04 17:00:00","2019/04/08 14:14:22",WDRAWN,,,120,0,"2019/04/10 09:41:20","HV equipt maintenance",0,,,1000025265
D,NETWORK,OUTAGEDETAIL,3,821916,BERRI,TRANS,T_1,"2019/05/13 10:30:00","2019/05/14 17:30:00","2019/04/08 14:37:36",MTLTP,,,600,840,"2019/04/11 10:37:46","HV equipt maintenance",0,,,66733
D,NETWORK,OUTAGEDETAIL,3,821922,MUNMORAH,LINE,2M,"2019/10/14 07:00:00","2019/10/19 15:00:00","2019/04/08 16:25:42",SUBMIT,,,120,120,"2019/04/08 16:25:42","HV equipt commissioning",0,,,TG_496098
D,NETWORK,OUTAGEDETAIL,3,821922,TUGGERAH,LINE,2M,"2019/10/14 07:00:00","2019/10/19 15:00:00","2019/04/08 16:25:42",SUBMIT,,,120,120,"2019/04/08 16:25:42","HV equipt commissioning",0,,,TG_496098
D,NETWORK,OUTAGEDETAIL,3,821923,MUNMORAH,LINE,2M,"2019/10/21 07:00:00","2019/10/26 15:00:00","2019/04/08 16:25:44",SUBMIT,,,120,120,"2019/04/08 16:25:44","HV equipt commissioning",0,,,TG_496099
D,NETWORK,OUTAGEDETAIL,3,821923,TUGGERAH,LINE,2M,"2019/10/21 07:00:00","2019/10/26 15:00:00","2019/04/08 16:25:44",SUBMIT,,,120,120,"2019/04/08 16:25:44","HV equipt commissioning",0,,,TG_496099
D,NETWORK,OUTAGEDETAIL,3,821924,MUNMORAH,LINE,2M,"2019/10/28 07:00:00","2019/11/01 15:00:00","2019/04/08 16:25:45",SUBMIT,,,120,120,"2019/04/08 16:25:45","HV equipt commissioning",0,,,TG_496100
D,NETWORK,OUTAGEDETAIL,3,821924,TUGGERAH,LINE,2M,"2019/10/28 07:00:00","2019/11/01 15:00:00","2019/04/08 16:25:45",SUBMIT,,,120,120,"2019/04/08 16:25:45","HV equipt commissioning",0,,,TG_496100
D,NETWORK,OUTAGEDETAIL,3,821925,MUNMORAH,LINE,2M,"2019/11/04 07:00:00","2019/11/09 15:00:00","2019/04/08 16:25:46",SUBMIT,,,120,120,"2019/04/08 16:25:46","HV equipt commissioning",0,,,TG_496101
D,NETWORK,OUTAGEDETAIL,3,821925,TUGGERAH,LINE,2M,"2019/11/04 07:00:00","2019/11/09 15:00:00","2019/04/08 16:25:46",SUBMIT,,,120,120,"2019/04/08 16:25:46","HV equipt commissioning",0,,,TG_496101
D,NETWORK,OUTAGEDETAIL,3,821926,MUNMORAH,LINE,2M,"2019/11/11 07:00:00","2019/11/16 15:00:00","2019/04/08 16:25:47",SUBMIT,,,120,120,"2019/04/08 16:25:47","HV equipt commissioning",0,,,TG_496096
D,NETWORK,OUTAGEDETAIL,3,821926,TUGGERAH,LINE,2M,"2019/11/11 07:00:00","2019/11/16 15:00:00","2019/04/08 16:25:47",SUBMIT,,,120,120,"2019/04/08 16:25:47","HV equipt commissioning",0,,,TG_496096
D,NETWORK,OUTAGEDETAIL,3,821927,MUNMORAH,LINE,2M,"2019/11/18 07:00:00","2019/11/23 15:00:00","2019/04/08 16:25:48",SUBMIT,,,120,120,"2019/04/08 16:25:48","HV equipt commissioning",0,,,TG_496097
D,NETWORK,OUTAGEDETAIL,3,821927,TUGGERAH,LINE,2M,"2019/11/18 07:00:00","2019/11/23 15:00:00","2019/04/08 16:25:48",SUBMIT,,,120,120,"2019/04/08 16:25:48","HV equipt commissioning",0,,,TG_496097
D,NETWORK,OUTAGEDETAIL,3,821928,MUNMORAH,LINE,2M,"2019/11/25 07:00:00","2019/11/30 15:00:00","2019/04/08 16:25:49",SUBMIT,,,120,120,"2019/04/08 16:25:49","HV equipt commissioning",0,,,TG_496104
D,NETWORK,OUTAGEDETAIL,3,821928,TUGGERAH,LINE,2M,"2019/11/25 07:00:00","2019/11/30 15:00:00","2019/04/08 16:25:49",SUBMIT,,,120,120,"2019/04/08 16:25:49","HV equipt commissioning",0,,,TG_496104
D,NETWORK,OUTAGEDETAIL,3,821930,H5_WLGA,LINE,132KV_765,"2019/04/08 17:30:00","2019/05/01 23:59:00","2019/04/08 17:32:29",INFO,,,30,0,"2019/04/08 17:42:26","HV equipt maintenance",0,,,"T12 CB7652"
D,NETWORK,OUTAGEDETAIL,3,821930,T12_KILK,CB,FDR_7652,"2019/04/08 17:30:00","2019/05/01 23:59:00","2019/04/08 17:32:29",INFO,,,30,0,"2019/04/08 17:42:26","HV equipt maintenance",0,,,"T12 CB7652"
D,NETWORK,OUTAGEDETAIL,3,821930,T12_KILK,LINE,132KV_765,"2019/04/08 17:30:00","2019/05/01 23:59:00","2019/04/08 17:32:29",INFO,,,30,0,"2019/04/08 17:42:26","HV equipt maintenance",0,,,"T12 CB7652"
D,NETWORK,OUTAGEDETAIL,3,821933,H31_MDNR,CB,FDR_71932,"2019/05/09 08:30:00","2019/05/09 16:00:00","2019/04/09 06:34:39",MTLTP,,,60,0,"2019/04/29 13:14:38","HV equipt maintenance",0,,,T19-RSV-00482
D,NETWORK,OUTAGEDETAIL,3,821934,H31_MDNR,CB,71972,"2019/05/10 08:30:00","2019/05/10 16:00:00","2019/04/09 06:42:00",SUBMIT,,,60,0,"2019/04/26 16:04:01","HV equipt maintenance",0,,,T19-RSV-00484
D,NETWORK,OUTAGEDETAIL,3,821935,SYD_EAST,TRANS,2H,"2019/05/01 07:30:00","2019/05/01 16:30:00","2019/04/09 07:22:55",WDRAWN,"Information Update",822477,60,-1,"2019/04/18 08:00:09","Secondary equipt maintenance",1,,,TG_525005
D,NETWORK,OUTAGEDETAIL,3,821936,T162_BND,CB,TFMR_4412,"2019/05/09 07:00:00","2019/05/09 15:00:00","2019/04/09 07:29:15",MTLTP,,,120,120,"2019/04/29 13:13:37","HV equipt maintenance",0,,,T19-RSV-00517
D,NETWORK,OUTAGEDETAIL,3,821938,H14_MRDG,CB,FDR_7332,"2019/05/09 09:00:00","2019/05/10 16:00:00","2019/04/09 07:37:39",MTLTP,,,120,180,"2019/04/29 13:14:51","HV equipt maintenance",0,,,T19-RSV-00796
D,NETWORK,OUTAGEDETAIL,3,821942,H4_MUGBA,CB,FDR_7552,"2019/05/08 06:30:00","2019/05/08 15:30:00","2019/04/09 08:52:04",MTLTP,,,120,0,"2019/04/23 16:25:06","HV equipt maintenance",0,,,T19-RSV-00902
D,NETWORK,OUTAGEDETAIL,3,821945,H2_SPINE,CB,FDR_8092,"2019/05/10 12:00:00","2019/05/10 16:00:00","2019/04/09 09:07:48",SUBMIT,,,60,0,"2019/04/09 09:07:48","HV equipt maintenance",0,,,T19-RSV-00158
D,NETWORK,OUTAGEDETAIL,3,821946,ATS,CB,2GTR_2B_220,"2019/05/08 07:30:00","2019/05/08 16:00:00","2019/04/09 09:07:49",MTLTP,,,120,-1,"2019/04/12 13:21:33","HV equipt maintenance",0,,,1000025344
D,NETWORK,OUTAGEDETAIL,3,821947,H2_SPINE,CB,48112,"2019/05/10 07:00:00","2019/05/10 11:00:00","2019/04/09 09:10:59",WDRAWN,"Information Update",822055,60,0,"2019/04/10 10:01:33","HV equipt maintenance",0,,,T19-RSV-00157
D,NETWORK,OUTAGEDETAIL,3,821948,KTS,LINE,KTS_SMTS_500,"2019/05/14 07:00:00","2019/05/14 16:00:00","2019/04/09 09:35:45",MTLTP,,,120,-1,"2019/04/12 13:35:34","HV equipt maintenance",0,,,1000025904
D,NETWORK,OUTAGEDETAIL,3,821948,SMTS,LINE,KTS_SMTS_500,"2019/05/14 07:00:00","2019/05/14 16:00:00","2019/04/09 09:35:45",MTLTP,,,120,-1,"2019/04/12 13:35:34","HV equipt maintenance",0,,,1000025904
D,NETWORK,OUTAGEDETAIL,3,821949,KTS,LINE,KTS_SMTS_500,"2019/05/15 07:00:00","2019/05/15 16:00:00","2019/04/09 09:35:45",MTLTP,,,120,-1,"2019/04/12 14:05:38","HV equipt maintenance",0,,,1000025904
D,NETWORK,OUTAGEDETAIL,3,821949,SMTS,LINE,KTS_SMTS_500,"2019/05/15 07:00:00","2019/05/15 16:00:00","2019/04/09 09:35:45",MTLTP,,,120,-1,"2019/04/12 14:05:38","HV equipt maintenance",0,,,1000025904
D,NETWORK,OUTAGEDETAIL,3,821950,KTS,LINE,KTS_SMTS_500,"2019/05/16 07:00:00","2019/05/16 16:00:00","2019/04/09 09:35:45",MTLTP,,,120,-1,"2019/04/12 14:15:11","HV equipt maintenance",0,,,1000025904
D,NETWORK,OUTAGEDETAIL,3,821950,SMTS,LINE,KTS_SMTS_500,"2019/05/16 07:00:00","2019/05/16 16:00:00","2019/04/09 09:35:45",MTLTP,,,120,-1,"2019/04/12 14:15:11","HV equipt maintenance",0,,,1000025904
D,NETWORK,OUTAGEDETAIL,3,821958,CAPITAL,LINE,3W,"2019/05/09 09:00:00","2019/05/09 15:00:00","2019/04/09 10:56:55",SUBMIT,,,120,-1,"2019/04/24 11:25:34","HV equipt maintenance",0,,,TG_528094
D,NETWORK,OUTAGEDETAIL,3,821958,KANGAROO,LINE,3W,"2019/05/09 09:00:00","2019/05/09 15:00:00","2019/04/09 10:56:55",SUBMIT,,,120,-1,"2019/04/24 11:25:34","HV equipt maintenance",0,,,TG_528094
D,NETWORK,OUTAGEDETAIL,3,821959,ARMIDALE,LINE,96C,"2019/06/01 07:30:00","2019/06/01 12:00:00","2019/04/09 11:02:11",WDRAWN,"Information Update",822132,60,-1,"2019/04/11 11:28:26","HV equipt maintenance",0,,,TG_493494
D,NETWORK,OUTAGEDETAIL,3,821959,COFFS,LINE,96C,"2019/06/01 07:30:00","2019/06/01 12:00:00","2019/04/09 11:02:11",WDRAWN,"Information Update",822132,60,-1,"2019/04/11 11:28:26","HV equipt maintenance",0,,,TG_493494
D,NETWORK,OUTAGEDETAIL,3,821962,PT_MCQAR,LINE,964,"2019/05/01 07:30:00","2019/05/01 16:00:00","2019/04/09 11:21:04",MTLTP,,,180,-1,"2019/04/18 11:41:20","HV equipt maintenance",0,,,TG_527049
D,NETWORK,OUTAGEDETAIL,3,821962,TAREE,LINE,964,"2019/05/01 07:30:00","2019/05/01 16:00:00","2019/04/09 11:21:04",MTLTP,,,180,-1,"2019/04/18 11:41:20","HV equipt maintenance",0,,,TG_527049
D,NETWORK,OUTAGEDETAIL,3,821963,PT_MCQAR,LINE,964,"2019/05/02 07:30:00","2019/05/02 16:00:00","2019/04/09 11:21:05",MTLTP,,,180,120,"2019/04/18 14:08:26","HV equipt maintenance",0,,,TG_527050
D,NETWORK,OUTAGEDETAIL,3,821963,TAREE,LINE,964,"2019/05/02 07:30:00","2019/05/02 16:00:00","2019/04/09 11:21:05",MTLTP,,,180,120,"2019/04/18 14:08:26","HV equipt maintenance",0,,,TG_527050
D,NETWORK,OUTAGEDETAIL,3,821964,PT_MCQAR,LINE,964,"2019/05/03 07:30:00","2019/05/03 16:00:00","2019/04/09 11:21:06",MTLTP,,,180,-1,"2019/04/24 10:03:58","HV equipt maintenance",0,,,TG_527051
D,NETWORK,OUTAGEDETAIL,3,821964,TAREE,LINE,964,"2019/05/03 07:30:00","2019/05/03 16:00:00","2019/04/09 11:21:06",MTLTP,,,180,-1,"2019/04/24 10:03:58","HV equipt maintenance",0,,,TG_527051
D,NETWORK,OUTAGEDETAIL,3,821965,PT_MCQAR,LINE,964,"2019/05/04 07:30:00","2019/05/04 16:00:00","2019/04/09 11:21:08",MTLTP,,,180,-1,"2019/04/24 14:16:59","HV equipt maintenance",0,,,TG_527504
D,NETWORK,OUTAGEDETAIL,3,821965,TAREE,LINE,964,"2019/05/04 07:30:00","2019/05/04 16:00:00","2019/04/09 11:21:08",MTLTP,,,180,-1,"2019/04/24 14:16:59","HV equipt maintenance",0,,,TG_527504
D,NETWORK,OUTAGEDETAIL,3,821966,LIDDELL,LINE,84,"2019/05/02 08:00:00","2019/05/02 16:00:00","2019/04/09 11:21:09",WDRAWN,,,120,-1,"2019/04/24 13:40:25","Secondary equipt maintenance",1,,,TG_529152
D,NETWORK,OUTAGEDETAIL,3,821966,TAMWORTH,LINE,84,"2019/05/02 08:00:00","2019/05/02 16:00:00","2019/04/09 11:21:09",WDRAWN,,,120,-1,"2019/04/24 13:40:25","Secondary equipt maintenance",1,,,TG_529152
D,NETWORK,OUTAGEDETAIL,3,821967,LIDDELL,LINE,84,"2019/05/03 08:00:00","2019/05/03 16:00:00","2019/04/09 11:21:10",WDRAWN,"Information Update",822672,120,-1,"2019/04/24 11:52:58","Secondary equipt maintenance",1,,,TG_529153
D,NETWORK,OUTAGEDETAIL,3,821967,TAMWORTH,LINE,84,"2019/05/03 08:00:00","2019/05/03 16:00:00","2019/04/09 11:21:10",WDRAWN,"Information Update",822672,120,-1,"2019/04/24 11:52:58","Secondary equipt maintenance",1,,,TG_529153
D,NETWORK,OUTAGEDETAIL,3,821969,TUMUT3,BUS,5A2,"2019/05/10 08:00:00","2019/05/10 14:00:00","2019/04/09 11:25:23",WDRAWN,,,60,-1,"2019/04/18 14:23:03","HV equipt maintenance",0,,,TG_527329
D,NETWORK,OUTAGEDETAIL,3,821970,MURRUMBR,LINE,991,"2019/05/07 08:00:00","2019/05/07 16:00:00","2019/04/09 11:31:42",SUBMIT,,,120,-1,"2019/04/18 14:02:02","HV equipt maintenance",0,,,TG_527846
D,NETWORK,OUTAGEDETAIL,3,821970,WAGGANTH,LINE,991,"2019/05/07 08:00:00","2019/05/07 16:00:00","2019/04/09 11:31:42",SUBMIT,,,120,-1,"2019/04/18 14:02:02","HV equipt maintenance",0,,,TG_527846
D,NETWORK,OUTAGEDETAIL,3,821971,MURRUMBR,LINE,991,"2019/05/08 08:00:00","2019/05/08 16:00:00","2019/04/09 11:31:43",SUBMIT,,,120,-1,"2019/04/18 14:03:05","HV equipt maintenance",0,,,TG_527847
D,NETWORK,OUTAGEDETAIL,3,821971,WAGGANTH,LINE,991,"2019/05/08 08:00:00","2019/05/08 16:00:00","2019/04/09 11:31:43",SUBMIT,,,120,-1,"2019/04/18 14:03:05","HV equipt maintenance",0,,,TG_527847
D,NETWORK,OUTAGEDETAIL,3,821972,WAGGA132,LINE,990,"2019/05/03 08:00:00","2019/05/03 16:00:00","2019/04/09 11:33:50",MTLTP,,,120,-1,"2019/04/24 14:05:40","HV equipt commissioning",0,,,TG_527231
D,NETWORK,OUTAGEDETAIL,3,821972,YASS,LINE,990,"2019/05/03 08:00:00","2019/05/03 16:00:00","2019/04/09 11:33:50",MTLTP,,,120,-1,"2019/04/24 14:05:40","HV equipt commissioning",0,,,TG_527231
D,NETWORK,OUTAGEDETAIL,3,821973,DARL_PT,LINE,99K,"2019/05/01 08:00:00","2019/05/01 17:00:00","2019/04/09 11:35:58",WDRAWN,"Information Update",822096,120,-1,"2019/04/10 14:28:18","HV equipt commissioning",0,,,TG_530158
D,NETWORK,OUTAGEDETAIL,3,821973,GRIFFITH,LINE,99K,"2019/05/01 08:00:00","2019/05/01 17:00:00","2019/04/09 11:35:58",WDRAWN,"Information Update",822096,120,-1,"2019/04/10 14:28:18","HV equipt commissioning",0,,,TG_530158
D,NETWORK,OUTAGEDETAIL,3,821974,BURRINJK,LINE,992,"2019/06/04 08:00:00","2019/06/06 16:00:00","2019/04/09 11:42:16",SUBMIT,,,120,120,"2019/04/09 11:42:16","HV equipt commissioning",0,,,TG_528099
D,NETWORK,OUTAGEDETAIL,3,821974,TUMUT132,LINE,992,"2019/06/04 08:00:00","2019/06/06 16:00:00","2019/04/09 11:42:16",SUBMIT,,,120,120,"2019/04/09 11:42:16","HV equipt commissioning",0,,,TG_528099
D,NETWORK,OUTAGEDETAIL,3,821975,BURRINJK,LINE,992,"2019/06/12 08:00:00","2019/06/14 16:00:00","2019/04/09 11:42:17",SUBMIT,,,120,120,"2019/04/09 11:42:17","HV equipt commissioning",0,,,TG_528102
D,NETWORK,OUTAGEDETAIL,3,821975,TUMUT132,LINE,992,"2019/06/12 08:00:00","2019/06/14 16:00:00","2019/04/09 11:42:17",SUBMIT,,,120,120,"2019/04/09 11:42:17","HV equipt commissioning",0,,,TG_528102
D,NETWORK,OUTAGEDETAIL,3,821978,H16_RLEA,TRANS,2_H16,"2019/05/07 12:00:00","2019/06/07 14:30:00","2019/04/09 11:47:33",MTLTP,,,7200,7200,"2019/04/23 16:20:29","HV equipt commissioning",0,,,T19-RSV-00276
D,NETWORK,OUTAGEDETAIL,3,821978,H2_SPINE,CB,FDR_8092,"2019/05/07 12:00:00","2019/06/07 14:30:00","2019/04/09 11:47:33",MTLTP,,,7200,7200,"2019/04/23 16:20:29","HV equipt commissioning",0,,,T19-RSV-00276
D,NETWORK,OUTAGEDETAIL,3,821978,H2_SPINE,CB,CPLR_5072,"2019/05/07 12:00:00","2019/06/07 14:30:00","2019/04/09 11:47:33",MTLTP,,,7200,7200,"2019/04/23 16:20:29","HV equipt commissioning",0,,,T19-RSV-00276
D,NETWORK,OUTAGEDETAIL,3,821980,H16_RLEA,TRANS,1_H16,"2019/05/07 08:00:00","2019/05/07 11:59:00","2019/04/09 12:11:42",MTLTP,,,30,0,"2019/04/23 16:05:33","HV equipt maintenance",0,,,T19-RSV-00872
D,NETWORK,OUTAGEDETAIL,3,821981,PARA,LINE,PARTUN_1,"2019/06/21 07:30:00","2019/06/30 19:30:00","2019/04/09 12:13:48",SUBMIT,,,240,0,"2019/04/09 12:13:48","HV equipt maintenance",0,,,66435
D,NETWORK,OUTAGEDETAIL,3,821981,TUNKIL,LINE,PARTUN_1,"2019/06/21 07:30:00","2019/06/30 19:30:00","2019/04/09 12:13:48",SUBMIT,,,240,0,"2019/04/09 12:13:48","HV equipt maintenance",0,,,66435
D,NETWORK,OUTAGEDETAIL,3,821984,MT_PIPER,LINE,70,"2019/05/02 08:00:00","2019/05/02 20:00:00","2019/04/09 12:57:51",WDRAWN,"Information Update",822235,120,-1,"2019/04/12 12:01:22","HV equipt commissioning",0,,,TG_530585
D,NETWORK,OUTAGEDETAIL,3,821984,WWANG,LINE,70,"2019/05/02 08:00:00","2019/05/02 20:00:00","2019/04/09 12:57:51",WDRAWN,"Information Update",822235,120,-1,"2019/04/12 12:01:22","HV equipt commissioning",0,,,TG_530585
D,NETWORK,OUTAGEDETAIL,3,821985,WWANG,CB,702,"2019/05/01 08:00:00","2019/05/17 17:00:00","2019/04/09 13:01:01",WDRAWN,"Information Update",822479,600,840,"2019/04/18 08:29:31","HV equipt commissioning",0,,,TG_526738
D,NETWORK,OUTAGEDETAIL,3,821987,WWANG,BUS,5MN,"2019/05/01 08:00:00","2019/05/01 14:00:00","2019/04/09 13:03:07",WDRAWN,"Information Update",822487,240,240,"2019/04/18 10:37:22","HV equipt commissioning",0,,,TG_526069
D,NETWORK,OUTAGEDETAIL,3,821988,ANM,LINE,996,"2019/06/13 06:00:00","2019/06/13 17:00:00","2019/04/09 13:06:17",SUBMIT,,,180,-1,"2019/04/09 13:06:17","HV equipt maintenance",0,,,TG_526289
D,NETWORK,OUTAGEDETAIL,3,821988,WAGGA330,LINE,996,"2019/06/13 06:00:00","2019/06/13 17:00:00","2019/04/09 13:06:17",SUBMIT,,,180,-1,"2019/04/09 13:06:17","HV equipt maintenance",0,,,TG_526289
D,NETWORK,OUTAGEDETAIL,3,821989,MT_PIPER,LINE,71,"2019/06/28 08:00:00","2019/06/28 17:00:00","2019/04/09 13:08:24",SUBMIT,,,60,60,"2019/04/09 13:08:24","HV equipt commissioning",0,,,TG_524902
D,NETWORK,OUTAGEDETAIL,3,821989,WWANG,LINE,71,"2019/06/28 08:00:00","2019/06/28 17:00:00","2019/04/09 13:08:24",SUBMIT,,,60,60,"2019/04/09 13:08:24","HV equipt commissioning",0,,,TG_524902
D,NETWORK,OUTAGEDETAIL,3,821990,CHAPEL,TRANS,T1,"2019/07/06 08:00:00","2019/07/06 16:00:00","2019/04/09 13:36:43",WDRAWN,"Information Update",821991,60,0,"2019/04/09 13:45:07","HV equipt maintenance",0,,,9001342-OUT1
D,NETWORK,OUTAGEDETAIL,3,821991,CHAPEL,TRANS,T1,"2019/07/07 08:00:00","2019/07/07 16:00:00","2019/04/09 13:45:07",SUBMIT,,,60,0,"2019/04/09 13:45:07","HV equipt maintenance",0,,,9001342-OUT1
