C,NEMP.WORLD,DISPATCHSCADA,AEMO,PUBLIC,2019/04/29,16:25:08,0000000307295427,DISPATCHSCADA,0000000307295421
I,DISPATCH,UNIT_SCADA,1,SETTLEMENTDATE,DUID,SCADAVALUE
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_SA6,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_TAS1,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_VIC1,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_VIC10,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_VIC11,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_VIC12,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_VIC2,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_VIC3,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_VIC4,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_VIC5,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_VIC6,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_VIC7,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_VIC8,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",RT_VIC9,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",SALTCRK1,-0.44
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",SAPHWF1,37.6875
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",SHGEN,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",SHPUMP,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",SITHE01,0.123710
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",SMCSF1,21.383810
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",SNOWNTH1,3.50
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",SNOWSTH1,5.90
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",SNOWTWN1,1.073720
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",SNOWYP,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",SNUG1,0.019440
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",SRSF1,1.08
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",STAN-1,299.200010
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",STAN-2,297.462680
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",STAN-3,341.889190
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",STAN-4,266.648680
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",STWF1,0.540010
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",SWAN_E,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TALWA1,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TARALGA1,8.054990
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TARONG#1,345.899990
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TARONG#2,344.800020
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TARONG#3,259.700010
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TARONG#4,349.600010
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TARRALEA,75.10
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TBSF1,53.40
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TNPS1,442.600010
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TORRA1,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TORRA2,122.483530
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TORRA3,118.268520
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TORRA4,118.688740
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TORRB1,194.429990
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TORRB2,193.42
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TORRB3,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TORRB4,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TREVALLN,1.90
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TRIBUTE,84.70
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TUMUT3,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TUNGATIN,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TVCC201,201.899990
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",TVPP104,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",UPPTUMUT,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",URANQ11,0
D,DISPATCH,UNIT_SCADA,1,"2019/04/29 16:30:00",URANQ12,0
